Pedigree,Height.15,Height.17,Height.22,Height.24,Height.27,Height.30,Height.32,Height.37,Height.39,Height.41,Height.45,Height.48,Height.51,Height.56,Height.60,Height.62,Height.69,Height.73,Height.76,Height.80,Height.83,Height.87,Height.90,Height.99,Height.101,Height.104,Height.107,Height.111,Height.114,Height.118,Height.122,Height.126
W10004_0212 X PHK76,0.023447025,0.041281462,0.126240862,0.182103276,0.295855884,0.449974747,0.57597119,0.961788305,1.134943322,1.310643305,1.643211498,1.852513778,2.013065852,2.171759,2.22581513,2.238642439,2.252750604,2.253921788,2.254201993,2.254355235,2.254412685,2.25445963,2.254454151,2.254523365,2.254528544,2.254534688,2.254539297,2.254543674,2.254545982,2.254461936,2.254549553,2.25455047
W10004_0212 X PHP02,-0.02720944,-0.010063242,0.071435327,0.124957773,0.233901537,0.381513961,0.502251043,0.872553937,1.039134879,1.208484023,1.530206778,1.733849047,1.891099558,2.048328382,2.102904291,2.11606808,2.130795648,2.132032008,2.132322386,2.132477852,2.132535458,2.13258242,2.132576941,2.132646156,2.132651334,2.132657478,2.132662087,2.132666465,2.132668773,2.132584727,2.132672343,2.132673261
W10004_0212 X PHZ51,0.061836533,0.079309444,0.162786655,0.217809365,0.330078298,0.482569255,0.607511444,0.99147147,1.16444604,1.340395828,1.674793117,1.886390569,2.049562629,2.212060662,2.267944565,2.281283168,2.295991841,2.297200084,2.297484678,2.297638677,2.297696166,2.297743114,2.297737635,2.29780685,2.297812028,2.297818172,2.297822781,2.297827158,2.297829466,2.29774542,2.297833037,2.297833954
W10004_0213 X PHK76,-0.050341965,-0.034389435,0.043543921,0.095792295,0.203673411,0.352006659,0.474572469,0.854420996,1.026204518,1.200813994,1.530643332,1.736245594,1.891520011,2.040622586,2.089289683,2.100490923,2.112505117,2.113480947,2.11371555,2.113844704,2.113893273,2.11393298,2.113928345,2.113986892,2.113991272,2.113996469,2.114000367,2.11400407,2.114006022,2.113934931,2.114009042,2.114009819
W10004_0213 X PHP02,-0.043281638,-0.023988588,0.065480912,0.123218202,0.239362473,0.39476426,0.520655432,0.90169519,1.070984757,1.24181007,1.562505062,1.76228571,1.914070864,2.062127855,2.111813345,2.123527503,2.136461549,2.137554512,2.137812704,2.137948871,2.137998238,2.138038092,2.138033466,2.138092014,2.138096394,2.138101591,2.138105489,2.138109192,2.138111144,2.138040053,2.138114164,2.138114941
W10004_0213 X PHZ51,-0.04768963,-0.02953767,0.056829245,0.113552647,0.228941161,0.385066692,0.51254492,0.902079997,1.07650437,1.253224472,1.586881738,1.796160513,1.95616517,2.11357537,2.166872767,2.179472633,2.193304278,2.194458158,2.194736348,2.194889251,2.194946684,2.194993628,2.194988148,2.195057363,2.195062541,2.195068685,2.195073294,2.195077672,2.19507998,2.194995934,2.19508355,2.195084468
W10004_0217 X PHK76,-0.08830865,-0.070327918,0.015133253,0.071222413,0.185274777,0.339541225,0.465481579,0.850313552,1.022664399,1.197324253,1.527267393,1.734408526,1.892959023,2.0492535,2.102347523,2.114934687,2.128791527,2.129950184,2.130229092,2.130382135,2.130439576,2.130486521,2.130481041,2.130550256,2.130555434,2.130561578,2.130566187,2.130570565,2.130572872,2.130488827,2.130576443,2.130577361
W10004_0217 X PHP02,0.032317083,0.050062471,0.133908686,0.188760516,0.300145507,0.450707057,0.573639953,0.949740467,1.118492058,1.289733163,1.613866968,1.817751298,1.973925541,2.127801597,2.180027203,2.19242221,2.206169153,2.207324013,2.207591773,2.207730142,2.20777967,2.207819537,2.20781491,2.207873458,2.207877838,2.207883034,2.207886933,2.207890636,2.207892588,2.207821497,2.207895608,2.207896384
W10004_0217 X PHZ51,0.044397176,0.061046844,0.140329457,0.192545168,0.29918348,0.444398896,0.563781619,0.933386074,1.101464024,1.273622934,1.604873711,1.818130144,1.985481261,2.156671998,2.218115729,2.233400624,2.251393334,2.253050284,2.253427958,2.253603561,2.253658162,2.253699116,2.253694573,2.253753131,2.253757512,2.253762708,2.253766607,2.25377031,2.253772262,2.253701171,2.253775282,2.253776058
W10004_0220 X PHK76,0.020786029,0.035811297,0.10941117,0.159042537,0.262242683,0.405557915,0.525045495,0.899972866,1.071016523,1.245176622,1.572757333,1.773900583,1.922848056,2.063067053,2.109101497,2.12003305,2.132340036,2.133436319,2.133709405,2.133861618,2.133919025,2.133965967,2.133960487,2.134029702,2.13403488,2.134041024,2.134045633,2.134050011,2.134052318,2.133968273,2.134055889,2.134056807
W10004_0220 X PHP02,0.032193119,0.05055777,0.135606822,0.190477762,0.300936514,0.449017379,0.569289401,0.935498783,1.099504585,1.266045368,1.582595243,1.783808801,1.940471332,2.100339723,2.158437706,2.173222983,2.191317806,2.193146918,2.193592262,2.193808847,2.193876569,2.193926194,2.19392099,2.193990256,2.193995434,2.194001578,2.194006187,2.194010565,2.194012872,2.193928827,2.194016443,2.19401736
W10004_0220 X PHZ51,0.060453692,0.075331111,0.148194561,0.197209023,0.298829716,0.439510269,0.556652377,0.92579558,1.096433497,1.272889178,1.617314653,1.8428708,2.022395223,2.20857579,2.275329272,2.29148699,2.308999572,2.31025781,2.310520202,2.310653201,2.310701908,2.310741623,2.310736988,2.310795534,2.310799914,2.310805111,2.31080901,2.310812713,2.310814664,2.310743573,2.310817685,2.310818461
W10004_0221 X PHK76,0.147534817,0.163014819,0.238593552,0.289355772,0.394506022,0.539876284,0.660699973,1.039288425,1.212616549,1.390204693,1.729736899,1.944199886,2.107523035,2.264924761,2.316078829,2.327827667,2.340586838,2.341686257,2.341959402,2.342111616,2.342169023,2.342215965,2.342210485,2.3422797,2.342284878,2.342291022,2.342295631,2.342300009,2.342302317,2.342218271,2.342305887,2.342306805
W10004_0221 X PHP02,0.122852741,0.139284633,0.218971643,0.272129935,0.381565419,0.531674022,0.655583644,1.039902423,1.214239666,1.392037023,1.730352271,1.94375877,2.106989051,2.266462017,2.319462347,2.331773958,2.345098685,2.346214351,2.346488357,2.346640634,2.346698042,2.346744984,2.346739504,2.346808719,2.346813897,2.346820041,2.34682465,2.346829028,2.346831335,2.34674729,2.346834906,2.346835824
W10004_0221 X PHZ51,-0.007760335,0.008856511,0.088935263,0.142099024,0.251193827,0.400385878,0.523333871,0.904543858,1.077835715,1.255109243,1.595079589,1.812703196,1.98232478,2.153643996,2.213499908,2.227893613,2.243756043,2.245023257,2.245313682,2.245468487,2.245526003,2.245572953,2.245567473,2.245636688,2.245641866,2.24564801,2.24565262,2.245656997,2.245659305,2.245575259,2.245662875,2.245663793
W10004_0223 X PHK76,0.089720368,0.105781496,0.184042935,0.236452803,0.344631382,0.493350521,0.616218385,0.996708759,1.168486437,1.342770759,1.670661545,1.87376275,2.026218791,2.171858429,2.219622492,2.230813357,2.243248051,2.244344918,2.244618013,2.244770226,2.244827632,2.244874574,2.244869095,2.24493831,2.244943488,2.244949632,2.244954241,2.244958618,2.244960926,2.24487688,2.244964497,2.244965414
W10004_0223 X PHP02,0.040213523,0.058667536,0.145510847,0.202082688,0.316529489,0.470523819,0.595792213,0.977197105,1.147717977,1.320552643,1.64773134,1.854196464,2.01335477,2.172228358,2.227219774,2.240420246,2.255046619,2.256226549,2.256491612,2.256627723,2.256676863,2.256716647,2.256712015,2.256770561,2.256774942,2.256780138,2.256784037,2.25678774,2.256789692,2.256718601,2.256792712,2.256793488
W10004_0223 X PHZ51,0.129375416,0.145578237,0.223971413,0.276156505,0.383443726,0.53048802,0.651908479,1.029802407,1.202415916,1.379676583,1.722229056,1.94419798,2.119697681,2.301434421,2.367591984,2.384073835,2.402955794,2.404478655,2.404794483,2.404941458,2.404991331,2.405031187,2.405026556,2.405085103,2.405089483,2.40509468,2.405098578,2.405102281,2.405104233,2.405033142,2.405107253,2.40510803
W10004_0224 X PHK76,0.013553874,0.030126873,0.110214816,0.163416652,0.272470176,0.421147587,0.543156905,0.917736238,1.085773223,1.255900921,1.575849942,1.774709417,1.924850468,2.069280978,2.116551054,2.127445058,2.139154916,2.140117426,2.140350904,2.140479927,2.140528492,2.140568199,2.140563564,2.140622111,2.140626491,2.140631687,2.140635586,2.140639289,2.140641241,2.14057015,2.140644261,2.140645037
W10004_0224 X PHP02,0.085525275,0.103023943,0.186583953,0.241611998,0.353753065,0.505749073,0.6299909,1.009943966,1.180073421,1.352347056,1.677077815,1.8801286,2.034791662,2.186053304,2.236893629,2.248872923,2.26204613,2.263166824,2.263441616,2.263594011,2.263651423,2.263698365,2.263692885,2.2637621,2.263767279,2.263773422,2.263778032,2.263782409,2.263784717,2.263700671,2.263788287,2.263789205
W10004_0224 X PHZ51,0.083361762,0.100360879,0.182371195,0.236824765,0.348485601,0.50089654,0.626169437,1.012143022,1.18607871,1.362769191,1.697058602,1.906621817,2.066241243,2.221773401,2.27355494,2.285644313,2.298823988,2.299938588,2.300212647,2.300364938,2.300422345,2.300469288,2.300463808,2.300533023,2.300538201,2.300544345,2.300548954,2.300553332,2.300555639,2.300471594,2.30055921,2.300560127
W10004_0225 X PHK76,0.054806957,0.071775734,0.154485068,0.209758255,0.323448642,0.478824772,0.606382615,0.99675041,1.170654836,1.345554374,1.670040592,1.867574235,2.01361538,2.150419965,2.194151862,2.204190209,2.215105517,2.216040366,2.216271694,2.216400468,2.216449026,2.216488733,2.216484098,2.216542644,2.216547024,2.216552221,2.21655612,2.216559823,2.216561774,2.216490683,2.216564795,2.216565571
W10004_0225 X PHP02,0.004977566,0.021912789,0.103469857,0.157535379,0.268240559,0.419053383,0.542782888,0.922752916,1.093352338,1.266221571,1.591942133,1.795078671,1.949133537,2.098613538,2.148323121,2.159971901,2.172783353,2.173888171,2.174161642,2.174313882,2.174371288,2.17441823,2.174412751,2.174481966,2.174487144,2.174493288,2.174497897,2.174502275,2.174504582,2.174420537,2.174508153,2.17450907
W10004_0225 X PHZ51,0.127797858,0.151866747,0.248028175,0.305235484,0.416135473,0.560580665,0.676158932,1.024080272,1.179100616,1.336425333,1.636005231,1.827690755,1.978855683,2.139291947,2.205132672,2.225363751,2.265205176,2.278632687,2.286684823,2.295451713,2.300798243,2.306550582,2.309956367,2.316854495,2.317847757,2.319069686,2.320023554,2.320967054,2.321483495,2.321895759,2.322320516,2.32254679
W10004_0227 X PHK76,0.067803629,0.084331467,0.164028279,0.216935949,0.32543015,0.473548496,0.595329249,0.970795353,1.140138497,1.312268924,1.638285089,1.842983368,1.999159625,2.151748208,2.202760526,2.214712534,2.227792515,2.228905011,2.229178954,2.229331235,2.229388643,2.229435585,2.229430105,2.22949932,2.229504498,2.229510642,2.229515251,2.229519629,2.229521936,2.229437891,2.229525507,2.229526425
W10004_0227 X PHP02,-0.05725501,-0.04110748,0.037108087,0.089258911,0.196636426,0.344053609,0.465920664,0.845419602,1.018585338,1.196064975,1.537146187,1.755708015,1.925858887,2.096712545,2.155530314,2.169451488,2.184518996,2.185712853,2.185993464,2.186146517,2.186203947,2.18625089,2.18624541,2.186314625,2.186319803,2.186325947,2.186330556,2.186334934,2.186337242,2.186253196,2.186340812,2.18634173
W10004_0227 X PHZ51,0.119732281,0.13864943,0.227205218,0.284715436,0.40089239,0.557077711,0.684113346,1.071203211,1.244517996,1.420400359,1.754159555,1.965639886,2.129542113,2.295014961,2.353647798,2.368096963,2.384743352,2.386192193,2.38652325,2.38669027,2.386749087,2.386796247,2.386790778,2.386859994,2.386865172,2.386871316,2.386875925,2.386880303,2.38688261,2.386798565,2.386886181,2.386887099
W10004_0231 X PHK76,0.02047895,0.036131731,0.113149057,0.165203936,0.27347559,0.423600154,0.548373857,0.936523561,1.111524154,1.288177527,1.615953138,1.814400928,1.960424257,2.098219609,2.143919439,2.154828368,2.167130046,2.168226327,2.168499414,2.168651627,2.168709033,2.168755975,2.168750496,2.16881971,2.168824889,2.168831032,2.168835642,2.168840019,2.168842327,2.168758281,2.168845898,2.168846815
W10004_0231 X PHP02,-0.083492596,-0.06463253,0.022494045,0.0785563,0.191128259,0.341529278,0.463300445,0.832117215,0.996338166,1.162446361,1.476017142,1.67332796,1.825179181,1.97685026,2.029781141,2.042687011,2.057441308,2.058742821,2.059051437,2.059213392,2.059271842,2.059318967,2.059313499,2.059382715,2.059387893,2.059394037,2.059398646,2.059403024,2.059405331,2.059321286,2.059408902,2.05940982
W10004_0231 X PHZ51,-0.035393847,-0.018460194,0.062840043,0.11664909,0.226805365,0.377030569,0.500546287,0.882225279,1.05516622,1.231739683,1.569395084,1.784820455,1.952291841,2.121021505,2.179928125,2.194122106,2.20985053,2.211123447,2.211415803,2.211571148,2.211628707,2.21167566,2.211670181,2.211739396,2.211744574,2.211750718,2.211755327,2.211759705,2.211762012,2.211677967,2.211765583,2.211766501
W10004_0236 X PHK76,0.022259068,0.039483607,0.12198836,0.176446063,0.287614163,0.438597924,0.562231281,0.941434426,1.111776912,1.284638315,1.611594182,1.81683781,1.973559021,2.12684409,2.177978478,2.189857701,2.202588244,2.203599534,2.203838064,2.203967887,2.204016491,2.204056201,2.204051566,2.204110112,2.204114492,2.204119689,2.204123588,2.204127291,2.204129243,2.204058152,2.204132263,2.204133039
W10004_0236 X PHP02,0.059448784,0.076502106,0.158587691,0.213006965,0.324504371,0.476617874,0.601656993,0.987409302,1.16167796,1.339119216,1.676463827,1.889602983,2.053370567,2.215070533,2.269787046,2.282660799,2.296670946,2.297822419,2.298099665,2.298252345,2.298309765,2.298356708,2.298351228,2.298420443,2.298425621,2.298431765,2.298436374,2.298440752,2.298443059,2.298359014,2.29844663,2.298447548
W10004_0236 X PHZ51,0.046354674,0.063103,0.143354837,0.196364553,0.304703273,0.45216827,0.573243314,0.946851383,1.116058958,1.288899035,1.62004652,1.832190954,1.998010942,2.16665081,2.226320717,2.240813878,2.256897042,2.258147507,2.258416968,2.258552578,2.258601517,2.258641258,2.258636623,2.25869517,2.25869955,2.258704747,2.258708646,2.258712348,2.2587143,2.258643209,2.258717321,2.258718097
W10004_0238 X PHK76,-0.05265079,-0.037143043,0.038494134,0.089250672,0.194311608,0.339397261,0.459818098,0.835657692,1.006601858,1.180668866,1.509157018,1.712569051,1.864780252,2.009817791,2.057581665,2.068790249,2.081056747,2.082062525,2.082300975,2.082430792,2.082479394,2.082519103,2.082514468,2.082573015,2.082577395,2.082582592,2.082586491,2.082590193,2.082592145,2.082521054,2.082595166,2.082595942
W10004_0238 X PHP02,0.106551449,0.123307489,0.203027671,0.255450936,0.362321633,0.507473961,0.626502052,0.993406801,1.159493677,1.329141261,1.654355065,1.863166807,2.027178761,2.196398026,2.258529634,2.274350819,2.293374265,2.295134921,2.295531175,2.295718234,2.295779364,2.295826933,2.295821488,2.295890706,2.295895884,2.295902028,2.295906637,2.295911015,2.295913322,2.295829277,2.295916893,2.295917811
W10004_0238 X PHZ51,0.027080021,0.044958245,0.129841229,0.185543351,0.298879416,0.452416866,0.578019455,0.963613965,1.1373763,1.314313992,1.651621523,1.866372706,2.033362076,2.202379582,2.262215257,2.276884103,2.293563355,2.294964474,2.295280951,2.295442573,2.295500681,2.295547707,2.29554223,2.295611445,2.295616624,2.295622768,2.295627377,2.295631754,2.295634062,2.295550016,2.295637633,2.29563855
W10004_0241 X PHK76,0.059632193,0.075222889,0.151086664,0.201874627,0.306773168,0.451261091,0.57096386,0.944205378,1.11430846,1.288175527,1.619708254,1.828870405,1.98842545,2.143191506,2.194088902,2.205868808,2.218695236,2.219796701,2.220069924,2.220222142,2.220279549,2.220326491,2.220321011,2.220390226,2.220395404,2.220401548,2.220406157,2.220410535,2.220412843,2.220328797,2.220416413,2.220417331
W10004_0241 X PHP02,-0.115405074,-0.099846382,-0.024132554,0.026565195,0.131311537,0.275679964,0.395376658,0.769280695,0.940114035,1.115081394,1.450006018,1.662517726,1.825551512,1.984782469,2.037381452,2.049525553,2.062634828,2.063741358,2.064014773,2.064167001,2.064224408,2.06427135,2.064265871,2.064335085,2.064340264,2.064346407,2.064351017,2.064355394,2.064357702,2.064273656,2.064361273,2.06436219
W10004_0241 X PHZ51,0.088357034,0.104811156,0.184073295,0.236681579,0.344622292,0.492222865,0.613857029,0.991025652,1.162513957,1.337977265,1.674629483,1.890310859,2.058610546,2.22898406,2.288761322,2.303194128,2.319173279,2.320455232,2.320747901,2.320903157,2.3209607,2.321007652,2.321002173,2.321071387,2.321076566,2.321082709,2.321087319,2.321091696,2.321094004,2.321009958,2.321097575,2.321098492
W10004_0242 X PHK76,0.075497417,0.094123181,0.182569052,0.240522386,0.35811495,0.516621183,0.645544523,1.036696438,1.210411292,1.385423593,1.712746627,1.915498145,2.068720211,2.217244702,2.266783545,2.27843603,2.291290326,2.292398879,2.292672696,2.292824976,2.292882384,2.292929326,2.292923847,2.292993061,2.29299824,2.293004384,2.293008993,2.29301337,2.293015678,2.292931632,2.293019249,2.293020166
W10004_0242 X PHP02,-0.096867399,-0.080858965,-0.003163498,0.048721327,0.155661473,0.302607009,0.424125044,0.802310359,0.974549866,1.150701678,1.487511445,1.701362561,1.865942674,2.027969154,2.082192436,2.094803895,2.108400008,2.109523235,2.10979767,2.109949981,2.110007389,2.110054331,2.110048852,2.110118066,2.110123245,2.110129389,2.110133998,2.110138375,2.110140683,2.110056637,2.110144254,2.110145171
W10004_0242 X PHZ51,0.033589226,0.050724888,0.13324017,0.187944089,0.299982229,0.452692426,0.578067682,0.963740381,1.137294576,1.313468578,1.646485917,1.855110467,2.013997331,2.168915228,2.220585868,2.232670085,2.245862859,2.246978966,2.247253171,2.247405479,2.247462887,2.247509829,2.24750435,2.247573564,2.247578743,2.247584887,2.247589496,2.247593873,2.247596181,2.247512135,2.247599752,2.247600669
W10004_0253 X PHK76,0.104564638,0.120988949,0.200227099,0.252883628,0.36102353,0.509053499,0.631145929,1.010195897,1.182732962,1.35937973,1.698589321,1.916081795,2.085851588,2.257639348,2.317771578,2.332241512,2.348180152,2.349449241,2.349739588,2.34989433,2.349951841,2.349998789,2.34999331,2.350062525,2.350067703,2.350073847,2.350078456,2.350082834,2.350085141,2.350001096,2.350088712,2.350089629
W10004_0253 X PHP02,0.023127871,0.039296855,0.117027605,0.168540826,0.274119436,0.418316277,0.537033012,0.904663233,1.071604447,1.242290621,1.569438431,1.77881549,1.942119545,2.107533899,2.165774189,2.179911324,2.195703139,2.196992285,2.197287323,2.197443231,2.197500824,2.197547781,2.197542302,2.197611516,2.197616695,2.197622838,2.197627448,2.197631825,2.197634133,2.197550087,2.197637704,2.197638621
W10004_0253 X PHZ51,0.065223633,0.081358566,0.159844496,0.212347206,0.320708087,0.46985731,0.59338233,0.978747902,1.154703062,1.334946009,1.680468073,1.900617519,2.070761867,2.240018389,2.298213675,2.31218927,2.32786223,2.329152391,2.329435949,2.329576221,2.329625639,2.329665447,2.329660815,2.329719362,2.329723742,2.329728939,2.329732837,2.32973654,2.329738492,2.329667401,2.329741512,2.329742288
